,link,Product_Name,RAM,SSD,Price,Previous_Price,Promote,Gift,Status
78,https://www.thegioididong.com/laptop/acer-aspire-lite-15-51m-55nb-i5-nxkrssv001,Trả góp 0%     Tặng Office              Acer Aspire Lite 15 51M 55NB i5 1155G7 (NX.KRSSV.001)           RAM 8 GB SSD 512 GB  11.490.000₫  12.990.000₫ -11%  Quà 1.090.000₫,8 GB,512 GB,11.490.000,12.990.000,-11%,1.090.000,0
79,https://www.thegioididong.com/laptop/msi-modern-14-c13m-i5-611vn,Trả góp 0%     Tặng Office              MSI Modern 14 C13M i5 1335U (611VN)           RAM 16 GB SSD 512 GB  13.490.000₫  18.490.000₫ -27%  Quà 1.090.000₫,16 GB,512 GB,13.490.000,18.490.000,-27%,1.090.000,0
80,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn229w,Trả góp 0%     Tặng Office              Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN229W)           RAM 16 GB SSD 1 TB  21.490.000₫  25.990.000₫ -17%  Quà 1.090.000₫,16 GB,N/A,21.490.000,25.990.000,-17%,1.090.000,0
81,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12uc-i7-887vn,Trả góp 0%     Tặng Office              MSI Gaming GF63 Thin 12UC i7 12650H (887VN)           RAM 8 GB SSD 512 GB  17.990.000₫  20.990.000₫ -14%  Quà 1.090.000₫,8 GB,512 GB,17.990.000,20.990.000,-14%,1.090.000,0
82,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP 240 G9 i5 1235U (6L1Y2PA)           RAM 8 GB SSD 512 GB  Online giá rẻ quá 14.490.000₫  18.590.000₫ -22%  Quà 1.190.000₫,8 GB,512 GB,14.490.000,18.590.000,-22%,1.190.000,0
83,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2082tu-i5-7c0q5pa,Trả góp 0%      Tặng Office              HP Pavilion 15 eg2082TU i5 1240P (7C0Q5PA)           RAM 8 GB SSD 512 GB  16.390.000₫  19.790.000₫ -17%  Quà 1.190.000₫,8 GB,512 GB,16.390.000,19.790.000,-17%,1.190.000,0
84,https://www.thegioididong.com/laptop/macbook-air-13-inch-m3-2024,Trả góp 0%                  MacBook Air 13 inch M3           RAM 8 GB SSD 256 GB    8GB - 256GB 16GB - 256GB 8GB - 512GB 16GB - 512GB   Online giá rẻ quá 27.090.000₫  27.990.000₫,8 GB,256 GB,27.090.000,27.990.000,N/A,N/A,0
85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
89,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-7-83da0020vn?utm_flashsale=1,Trả góp 0%     Tặng Office              Lenovo IdeaPad Slim 5 14IMH9 Ultra 7 155H (83DA0020VN)           RAM 32 GB SSD 1 TB  Online giá rẻ quá 25.990.000₫  28.690.000₫ -9%  Quà 1.090.000₫,32 GB,N/A,25.990.000,28.690.000,-9%,1.090.000,0
90,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd,Trả góp 0%                  Dell Inspiron 15 3530 i7 1355U (P16WD)           RAM 16 GB SSD 1 TB  21.990.000₫  23.490.000₫ -6%  Quà 100.000₫,16 GB,N/A,21.990.000,23.490.000,-6%,N/A,0
91,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v3520i5u165w11gru,Trả góp 0%                  Dell Vostro 15 3520 i5 1235U (V3520-i5U165W11GRU)           RAM 16 GB SSD 512 GB  16.490.000₫  16.990.000₫  Quà 100.000₫,16 GB,512 GB,16.490.000,16.990.000,N/A,N/A,0
92,https://www.thegioididong.com/laptop/acer-aspire-5-a514-56p-742f-i7-nxkhrsv005,Mẫu mới Trả góp 0%     Tặng Office              Acer Aspire 5 A514 56P 742F i7 1355U (NX.KHRSV.005)                 Mẫu mới   RAM 16 GB SSD 512 GB  Online giá rẻ quá 13.990.000₫  19.990.000₫ -30%  Quà 990.000₫,16 GB,512 GB,13.990.000,19.990.000,-30%,N/A,1
93,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nc-r5-hn017w?utm_flashsale=1,Trả góp 0%     Tặng Office              Asus TUF Gaming A15 FA506NC R5 7535HS (HN017W)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 18.490.000₫  22.990.000₫ -19%  Quà 1.090.000₫,16 GB,512 GB,18.490.000,22.990.000,-19%,1.090.000,0
94,https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn,Trả góp 0%     Tặng Office              MSI Gaming Bravo 15 B7ED R5 7535HS (010VN)           RAM 16 GB SSD 512 GB  16.490.000₫  18.490.000₫ -10%  Quà 1.090.000₫,16 GB,512 GB,16.490.000,18.490.000,-10%,1.090.000,0
95,https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w?utm_flashsale=1,Trả góp 0%     Tặng Office              Asus Vivobook S 16 OLED S5606MA Ultra 5 125H (MX050W)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 23.990.000₫  27.990.000₫ -14%  Quà 1.090.000₫,16 GB,512 GB,23.990.000,27.990.000,-14%,1.090.000,0
96,https://www.thegioididong.com/laptop/hp-15s-fq5162tu-i5-7c134pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP 15s fq5162TU i5 1235U (7C134PA)           RAM 8 GB SSD 512 GB  15.690.000₫  18.890.000₫ -16%  Quà 1.190.000₫,8 GB,512 GB,15.690.000,18.890.000,-16%,1.190.000,0
97,https://www.thegioididong.com/laptop/msi-katana-15-b13vfk-i7-676vn,Trả góp 0%     Tặng Office              MSI Gaming Katana 15 B13VFK i7 13620H (676VN)           RAM 16 GB SSD 1 TB  27.990.000₫  31.990.000₫ -12%  Quà 990.000₫,16 GB,N/A,27.990.000,31.990.000,-12%,N/A,0
98,https://www.thegioididong.com/laptop/hp-240-g9-i3-6l1x8pa,Trả góp 0%     Tặng Office              HP 240 G9 i3 1215U (6L1X8PA)           RAM 8 GB SSD 512 GB  10.790.000₫  13.690.000₫ -21%  Quà 1.190.000₫,8 GB,512 GB,10.790.000,13.690.000,-21%,1.190.000,0
99,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58p-774r-i7-nxkhjsv005,Mẫu mới Trả góp 0%     Tặng Office              Acer Aspire 5 A515 58P 774R i7 1355U (NX.KHJSV.005)                 Mẫu mới   RAM 16 GB SSD 512 GB  Online giá rẻ quá 13.990.000₫  19.990.000₫ -30%  Quà 990.000₫,16 GB,512 GB,13.990.000,19.990.000,-30%,N/A,1
100,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i7-82rk00x0vn,Trả góp 0%     Tặng Office              Lenovo Ideapad 3 15IAU7 i7 1255U (82RK00X0VN)           RAM 16 GB SSD 1 TB  16.490.000₫  18.990.000₫ -13%  Quà 1.090.000₫,16 GB,N/A,16.490.000,18.990.000,-13%,1.090.000,0
101,https://www.thegioididong.com/laptop/lenovo-v15-g4-iru-i5-83a1000lvn?utm_flashsale=1,Trả góp 0%     Tặng Office              Lenovo V15 G4 IRU i5 1335U (83A1000LVN)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 14.490.000₫  17.990.000₫ -19%  Quà 1.090.000₫,16 GB,512 GB,14.490.000,17.990.000,-19%,1.090.000,0
102,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71043888,Trả góp 0%                  Dell Inspiron 15 3530 i7 1355U (71043888)           RAM 16 GB SSD 512 GB  21.490.000₫  22.390.000₫  Quà 100.000₫,16 GB,512 GB,21.490.000,22.390.000,N/A,N/A,0
103,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5u085w11blu,Trả góp 0%                  Dell Inspiron 15 3520 i5 1235U (i5U085W11BLU)           RAM 8 GB SSD 512 GB  15.490.000₫ Quà 100.000₫,8 GB,512 GB,15.490.000,N/A,N/A,N/A,0
104,https://www.thegioididong.com/laptop/asus-vivobook-s-14-flip-tp3402va-i5-lz031w,Trả góp 0%      Tặng Office              Asus Vivobook S 14 Flip TP3402VA i5 13500H (LZ031W)           RAM 16 GB SSD 512 GB  18.990.000₫  20.990.000₫ -9%  Quà 1.090.000₫,16 GB,512 GB,18.990.000,20.990.000,-9%,1.090.000,0
105,https://www.thegioididong.com/laptop/asus-x1504za-i5-nj1608w,Mẫu mới Trả góp 0%     Tặng Office              Asus Vivobook 15 X1504ZA i5 1235U (NJ1608W)                 Mẫu mới   RAM 16 GB SSD 512 GB  14.990.000₫  16.990.000₫ -11%  Quà 1.090.000₫,16 GB,512 GB,14.990.000,16.990.000,-11%,1.090.000,1
106,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w,Trả góp 0%      Tặng Office              Asus Vivobook 15 X1504VA i7 1355U (NJ023W)           RAM 16 GB SSD 512 GB  18.990.000₫  22.990.000₫ -17%  Quà 1.090.000₫,16 GB,512 GB,18.990.000,22.990.000,-17%,1.090.000,0
107,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-75gs-i7-nhqn8sv005,Mẫu mới Trả góp 0%     Tặng Office              Acer Gaming Nitro V ANV15 51 75GS i7 13620H (NH.QN8SV.005)                 Mẫu mới   RAM 16 GB SSD 512 GB  23.990.000₫  30.990.000₫ -22%  Quà 990.000₫,16 GB,512 GB,23.990.000,30.990.000,-22%,N/A,1
108,https://www.thegioididong.com/laptop/msi-modern-15-b7m-r5-231vn,Trả góp 0%     Tặng Office              MSI Modern 15 B7M R5 7530U (231VN)           RAM 16 GB SSD 512 GB  11.490.000₫  14.990.000₫ -23%  Quà 1.090.000₫,16 GB,512 GB,11.490.000,14.990.000,-23%,1.090.000,0
109,https://www.thegioididong.com/laptop/hp-15-fd0304tu-i3-a2nl5pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP 15 fd0304TU i3 1315U (A2NL5PA)           RAM 8 GB SSD 512 GB  Online giá rẻ quá 10.990.000₫  13.490.000₫ -18%  Quà 1.190.000₫,8 GB,512 GB,10.990.000,13.490.000,-18%,1.190.000,0
110,https://www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP 15s fq5147TU i7 1255U (7C133PA)           RAM 8 GB SSD 512 GB  17.690.000₫  20.890.000₫ -15%  Quà 1.190.000₫,8 GB,512 GB,17.690.000,20.890.000,-15%,1.190.000,0
111,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn,Trả góp 0%     Tặng Office              MSI Gaming GF63 Thin 12VE i5 12450H (460VN)           RAM 8 GB SSD 512 GB  17.990.000₫  22.490.000₫ -20%  Quà 1.090.000₫,8 GB,512 GB,17.990.000,22.490.000,-20%,1.090.000,0
112,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004,Trả góp 0%     Tặng Office              Acer Gaming Nitro V ANV15 51 55CA i5 13420H (NH.QN8SV.004)           RAM 16 GB SSD 512 GB  24.990.000₫  27.990.000₫ -10%  Quà 1.890.000₫,16 GB,512 GB,24.990.000,27.990.000,-10%,1.890.000,0
113,https://www.thegioididong.com/laptop/lenovo-legion-5-16irx9-i7-83dg0051vn,Trả góp 0%     Tặng Office              Lenovo Gaming Legion 5 16IRX9 i7 14650HX (83DG0051VN)           RAM 16 GB SSD 1 TB  40.390.000₫  45.990.000₫ -12%  Quà 1.090.000₫,16 GB,N/A,40.390.000,45.990.000,-12%,1.090.000,0
114,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-16imh9-ultra-7-83dc001svn,Trả góp 0%     Tặng Office              Lenovo Ideapad Slim 5 16IMH9 Ultra 7 155H (83DC001SVN)           RAM 32 GB SSD 512 GB  26.690.000₫  27.690.000₫  Quà 1.090.000₫,32 GB,512 GB,26.690.000,27.690.000,N/A,1.090.000,0
115,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-i5u165w11gru,Trả góp 0%                  Dell Vostro 15 3520 i5 1235U (i5U165W11GRU)           RAM 16 GB SSD 512 GB  16.490.000₫  16.990.000₫  Quà 100.000₫,16 GB,512 GB,16.490.000,16.990.000,N/A,N/A,0
116,https://www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005,Mẫu mới Trả góp 0%     Tặng Office              Acer Predator Helios Neo PHN16 71 53M7 i5 13500HX (NH.QLUSV.005)                 Mẫu mới   RAM 16 GB SSD 512 GB  Online giá rẻ quá 25.990.000₫  37.990.000₫ -31%  Quà 990.000₫,16 GB,512 GB,25.990.000,37.990.000,-31%,N/A,1
117,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w?utm_flashsale=1,Trả góp 0%     Tặng Office              Asus Zenbook 14 OLED UX3405MA Ultra 5 125H           RAM 16 GB SSD 512 GB  Online giá rẻ quá 26.190.000₫  28.990.000₫ -9%  Quà 1.090.000₫,16 GB,512 GB,26.190.000,28.990.000,-9%,1.090.000,0
118,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71043885,Trả góp 0%                  Dell Inspiron 15 3530 i5 1334U (71043885)           RAM 16 GB SSD 512 GB  18.490.000₫  19.990.000₫ -7%  Quà 100.000₫,16 GB,512 GB,18.490.000,19.990.000,-7%,N/A,0
119,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-i5-km657w?utm_flashsale=1,Trả góp 0%     Tặng Office              Asus Zenbook 14 OLED UX3402VA i5 13500H (KM657W)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 22.990.000₫  26.990.000₫ -14%  Quà 1.090.000₫,16 GB,512 GB,22.990.000,26.990.000,-14%,1.090.000,0
120,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn,Trả góp 0%     Tặng Office              MSI Gaming Cyborg 15 A13VEK i7 13620H (1423VN)           RAM 16 GB SSD 512 GB  24.990.000₫  26.990.000₫ -7%  Quà 990.000₫,16 GB,512 GB,24.990.000,26.990.000,-7%,N/A,0
121,https://www.thegioididong.com/laptop/acer-swift-go-14-41-r251-r5-nxkg3sv005,Trả góp 0%     Tặng Office              Acer Swift Go 14 41 R251 R5 7430U (NX.KG3SV.005)           RAM 16 GB SSD 1 TB  16.990.000₫  19.490.000₫ -12%  Quà 1.090.000₫,16 GB,N/A,16.990.000,19.490.000,-12%,1.090.000,0
122,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0094tu-ultra-5-a19c4pa,Trả góp 0%     Tặng Office              HP Envy x360 14 fc0094TU Ultra 5 125U (A19C4PA)           RAM 16 GB SSD 512 GB  27.490.000₫  29.490.000₫ -6%  Quà 1.190.000₫,16 GB,512 GB,27.490.000,29.490.000,-6%,1.190.000,0
123,https://www.thegioididong.com/laptop/msi-gf63-12uc-i5-803vn,Trả góp 0%      Tặng Office              MSI Gaming Thin GF63 12UC i5 12450H (803VN)           RAM 8 GB SSD 512 GB  15.490.000₫  18.990.000₫ -18%  Quà 1.090.000₫,8 GB,512 GB,15.490.000,18.990.000,-18%,1.090.000,0
124,https://www.thegioididong.com/laptop/msi-thin-15-b13ucx-i5-2080vn?utm_flashsale=1,Mẫu mới Trả góp 0%     Tặng Office              MSI Gaming Thin 15 B13UCX i5 13420H (2080VN)                 Mẫu mới   RAM 16 GB SSD 512 GB  Online giá rẻ quá 16.790.000₫  19.990.000₫ -16%  Quà 990.000₫,16 GB,512 GB,16.790.000,19.990.000,-16%,N/A,1
125,https://www.thegioididong.com/laptop/lenovo-ideapad-1-15amn7-r5-82vg0061vn,Trả góp 0%     Tặng Office              Lenovo IdeaPad 1 15AMN7 R5 7520U (82VG0061VN)           RAM 8 GB SSD 256 GB  9.490.000₫  12.690.000₫ -25%  Quà 1.090.000₫,8 GB,256 GB,9.490.000,12.690.000,-25%,1.090.000,0
126,https://www.thegioididong.com/laptop/lenovo-thinkbook-16-g7-ultra-5-21ms007gvn,Trả góp 0%     Tặng Office              Lenovo ThinkBook 16 G7 Ultra 5 125U (21MS007GVN)           RAM 16 GB SSD 512 GB  22.990.000₫  23.190.000₫  Quà 1.090.000₫,16 GB,512 GB,22.990.000,23.190.000,N/A,1.090.000,0
127,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530i5u165w11slu,Trả góp 0%                  Dell Inspiron 15 3530 i5 1334U (N3530-i5U165W11SLU)           RAM 16 GB SSD 512 GB  18.490.000₫  19.990.000₫ -7%  Quà 100.000₫,16 GB,512 GB,18.490.000,19.990.000,-7%,N/A,0
128,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71026454,Trả góp 0%                  Dell Inspiron 15 3530 i7 1355U (71026454)           RAM 16 GB SSD 512 GB  21.490.000₫  22.390.000₫  Quà 100.000₫,16 GB,512 GB,21.490.000,22.390.000,N/A,N/A,0
129,https://www.thegioididong.com/laptop/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w,Trả góp 0%     Tặng Office              Asus Vivobook S 14 OLED S5406MA Ultra 5 125H (PP136W)           RAM 16 GB SSD 1 TB  24.490.000₫  26.990.000₫ -9%  Quà 1.090.000₫,16 GB,N/A,24.490.000,26.990.000,-9%,1.090.000,0
130,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-ma467w?utm_flashsale=1,Trả góp 0%     Tặng Office              Asus Vivobook 15 OLED A1505VA i5 13500H (MA467W)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 17.990.000₫  20.990.000₫ -14%  Quà 1.090.000₫,16 GB,512 GB,17.990.000,20.990.000,-14%,1.090.000,0
131,https://www.thegioididong.com/laptop/dell-vostro-3420-i5-v4i5702w1,Trả góp 0%                  Dell Vostro 3420 i5 1235U (V4I5702W1)           RAM 8 GB SSD 512 GB  Online giá rẻ quá 15.390.000₫  16.190.000₫  Quà 100.000₫,8 GB,512 GB,15.390.000,16.190.000,N/A,N/A,0
132,https://www.thegioididong.com/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa,Trả góp 0%     Tặng Office              HP 15 fd1063TU Ultra 5 125H (9Z2Y1PA)           RAM 16 GB SSD 512 GB  19.090.000₫  20.990.000₫ -9%  Quà 1.190.000₫,16 GB,512 GB,19.090.000,20.990.000,-9%,1.190.000,0
133,https://www.thegioididong.com/laptop/hp-240-g9-i5-9t2g2pt,Trả góp 0%     Tặng Office              HP 240 G9 i5 1235U (9T2G2PT)           RAM 16 GB SSD 512 GB  15.990.000₫  19.590.000₫ -18%  Quà 1.190.000₫,16 GB,512 GB,15.990.000,19.590.000,-18%,1.190.000,0
134,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001,Trả góp 0%     Tặng Office              Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H (NH.QFHSV.001)           RAM 8 GB SSD 512 GB  19.990.000₫  27.990.000₫ -28%  Quà 1.890.000₫,8 GB,512 GB,19.990.000,27.990.000,-28%,1.890.000,0
135,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002,Trả góp 0%     Tặng Office              Acer Gaming Nitro V ANV15 51 53NE i5 13420H (NH.QNASV.002)           RAM 16 GB SSD 512 GB  19.990.000₫  23.990.000₫ -16%  Quà 1.890.000₫,16 GB,512 GB,19.990.000,23.990.000,-16%,1.890.000,0
136,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ucx-i5-873vn,Trả góp 0%     Tặng Office              MSI Gaming GF63 Thin 12UCX i5 12450H (873VN)           RAM 16 GB SSD 512 GB  15.490.000₫  18.990.000₫ -18%  Quà 1.090.000₫,16 GB,512 GB,15.490.000,18.990.000,-18%,1.090.000,0
137,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-16imh9-ultra-5-83dc001rvn,Tặng Office              Lenovo Ideapad Slim 5 16IMH9 Ultra 5 125H (83DC001RVN)           RAM 16 GB SSD 512 GB  22.690.000₫  23.690.000₫  Quà 1.090.000₫,16 GB,512 GB,22.690.000,23.690.000,N/A,1.090.000,0
138,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2023,Trả góp 0%     Giá rẻ quá              MacBook Air 15 inch M2           RAM 8 GB SSD 256 GB    8GB - 256GB (Sạc 35W) 8GB - 256GB (Sạc 70W)   Online giá rẻ quá 27.590.000₫  32.290.000₫ -14%,8 GB,256 GB,27.590.000,32.290.000,-14%,N/A,0
139,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
141,https://www.thegioididong.com/laptop/msi-gaming-sword-16-hx-b14vfkg-i7-045vn,Trả góp 0%     Tặng Office              MSI Gaming Sword 16 HX B14VFKG i7 14700HX (045VN)           RAM 16 GB SSD 1 TB  36.990.000₫  39.990.000₫ -7%  Quà 990.000₫,16 GB,N/A,36.990.000,39.990.000,-7%,N/A,0
142,https://www.thegioididong.com/laptop/lenovo-legion-pro-5-16irx9-i9-83df0047vn,Trả góp 0%     Tặng Office              Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX (83DF0047VN)           RAM 32 GB SSD 1 TB  46.990.000₫  49.990.000₫ -6%  Quà 1.090.000₫,32 GB,N/A,46.990.000,49.990.000,-6%,1.090.000,0
143,https://www.thegioididong.com/laptop/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002,Trả góp 0%     Tặng Office              Acer Aspire Lite AL16 51P 596H i5 1235U (NX.KWZSV.002)           RAM 8 GB SSD 512 GB  12.990.000₫  13.990.000₫ -7%  Quà 1.090.000₫,8 GB,512 GB,12.990.000,13.990.000,-7%,1.090.000,0
144,https://www.thegioididong.com/laptop/asus-fa507nur-r7-lp057w,Trả góp 0%     Tặng Office              Asus TUF Gaming A15 FA507NUR R7 7435HS (LP057W)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 25.990.000₫  28.490.000₫ -8%  Quà 1.090.000₫,16 GB,512 GB,25.990.000,28.490.000,-8%,1.090.000,0
145,https://www.thegioididong.com/laptop/hp-15s-fq5229tu-i3-8u237pa?utm_flashsale=1,Trả góp 0%      Tặng Office              HP 15s fq5229TU i3 1215U (8U237PA)           RAM 8 GB SSD 512 GB  Online giá rẻ quá 10.490.000₫  13.690.000₫ -23%  Quà 1.190.000₫,8 GB,512 GB,10.490.000,13.690.000,-23%,1.190.000,0
146,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505za-i5-l1337w,Trả góp 0%     Tặng Office              Asus Vivobook 15 OLED A1505ZA i5 12500H (L1337W)           RAM 16 GB SSD 512 GB  16.490.000₫  18.990.000₫ -13%  Quà 1.090.000₫,16 GB,512 GB,16.490.000,18.990.000,-13%,1.090.000,0
147,https://www.thegioididong.com/laptop/hp-15-fd1064tu-ultra-5-9z2y2pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP 15 fd1064TU Ultra 5 125H (9Z2Y2PA)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 17.490.000₫  20.990.000₫ -16%  Quà 1.190.000₫,16 GB,512 GB,17.490.000,20.990.000,-16%,1.190.000,0
148,https://www.thegioididong.com/laptop/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002,Mẫu mới Trả góp 0%     Tặng Office              Acer Swift Lite 14 AI SFL14 51M 56HS Ultra 5 125U (NX.J1HSV.002)                 Mẫu mới   RAM 16 GB SSD 512 GB  18.990.000₫  19.990.000₫ -5%  Quà 990.000₫,16 GB,512 GB,18.990.000,19.990.000,-5%,N/A,1
149,https://www.thegioididong.com/laptop/msi-cyborg-14-a13ve-i7-090vn,Trả góp 0%     Tặng Office              MSI Gaming Cyborg 14 A13VE i7 13620H (090VN)           RAM 16 GB SSD 512 GB  25.990.000₫  27.990.000₫ -7%  Quà 990.000₫,16 GB,512 GB,25.990.000,27.990.000,-7%,N/A,0
150,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-5-83da001nvn,Trả góp 0%     Tặng Office              Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H (83DA001NVN)           RAM 16 GB SSD 512 GB  21.690.000₫  22.690.000₫  Quà 1.090.000₫,16 GB,512 GB,21.690.000,22.690.000,N/A,1.090.000,0
151,https://www.thegioididong.com/laptop/lenovo-yoga-7-14imh9-ultra7-83cv001vvn,Trả góp 0%                  Lenovo Yoga Slim 7 14IMH9 Ultra 7 155H (83CV001VVN)           RAM 32 GB SSD 1 TB  30.990.000₫  31.990.000₫  Quà 100.000₫,32 GB,N/A,30.990.000,31.990.000,N/A,N/A,0
152,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520i5u165w11blufp,Mẫu mới Trả góp 0%                  Dell Inspiron 15 3520 i5 1235U (N3520-i5U165W11BLU-FP)                 Mẫu mới   RAM 16 GB SSD 512 GB  16.490.000₫  16.990.000₫  Quà 100.000₫,16 GB,512 GB,16.490.000,16.990.000,N/A,N/A,1
153,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-7fn5j,Trả góp 0%                  Dell Inspiron 14 5440 Core 7 150U (7FN5J)           RAM 16 GB SSD 1 TB  24.990.000₫  26.990.000₫ -7%  Quà 100.000₫,16 GB,N/A,24.990.000,26.990.000,-7%,N/A,0
154,https://www.thegioididong.com/laptop/dell-vostro-3520-i3-v5i3614w1,Trả góp 0%     Giá rẻ quá              Dell Vostro 15 3520 i3 1215U (V5I3614W1)           RAM 8 GB SSD 256 GB  10.490.000₫  12.990.000₫ -19%  Quà 100.000₫,8 GB,256 GB,10.490.000,12.990.000,-19%,N/A,0
155,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i3-i3u082w11blu,Trả góp 0%     Giá rẻ quá              Dell Inspiron 15 3520 i3 1215U (i3U082W11BLU)           RAM 8 GB SSD 256 GB  10.490.000₫  12.990.000₫ -19%  Quà 100.000₫,8 GB,256 GB,10.490.000,12.990.000,-19%,N/A,0
156,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1047tu-i7-80r25pa,Trả góp 0%     Tặng Office              HP Pavilion X360 14 ek1047TU i7 1355U (80R25PA)           RAM 16 GB SSD 512 GB  24.990.000₫  27.590.000₫ -9%  Quà 1.190.000₫,16 GB,512 GB,24.990.000,27.590.000,-9%,1.190.000,0
157,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007,Trả góp 0%     Tặng Office              Acer Aspire 5 A515 58M 79R7 i7 13620H (NX.KQ8SV.007)           RAM 16 GB SSD 512 GB  18.990.000₫  20.990.000₫ -9%  Quà 1.090.000₫,16 GB,512 GB,18.990.000,20.990.000,-9%,1.090.000,0
158,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-ma586ws,Trả góp 0%                  Asus Vivobook 15 OLED A1505VA i9 13900H (MA586WS)           RAM 16 GB SSD 512 GB  23.490.000₫  25.990.000₫ -9%  Quà 100.000₫,16 GB,512 GB,23.490.000,25.990.000,-9%,N/A,0
159,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-59mw-i5-nhqmysv001,Trả góp 0%     Tặng Office              Acer Gaming Aspire 7 A715 76G 59MW i5 12450H (NH.QMYSV.001)           RAM 8 GB SSD 512 GB  15.990.000₫  21.490.000₫ -25%  Quà 1.890.000₫,8 GB,512 GB,15.990.000,21.490.000,-25%,1.890.000,0
