,link,Product_Name,RAM,SSD,Price,Previous_Price,Promote,Gift,Status
160,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3094tu-i5-8c5l5pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP Pavilion 15 eg3094TU i5 1335U (8C5L5PA)           RAM 8 GB SSD 512 GB  17.990.000₫  19.990.000₫ -10%  Quà 1.190.000₫,8 GB,512 GB,17.990.000,19.990.000,-10%,1.190.000,0
161,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2062tx-i5-7c0w7pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP Pavilion 15 eg2062TX i5 1235U (7C0W7PA)           RAM 8 GB SSD 512 GB  Online giá rẻ quá 15.790.000₫  20.590.000₫ -23%  Quà 1.190.000₫,8 GB,512 GB,15.790.000,20.590.000,-23%,1.190.000,0
162,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w,Trả góp 0%     Tặng Office              Asus Zenbook 14 OLED UX3405MA Ultra 9 185H (PP475W)           RAM 32 GB SSD 1 TB  Online giá rẻ quá 33.490.000₫  36.990.000₫ -9%  Quà 1.090.000₫,32 GB,N/A,33.490.000,36.990.000,-9%,1.090.000,0
163,https://www.thegioididong.com/laptop/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn,Trả góp 0%     Tặng Office              MSI Gaming Stealth 14 AI Studio A1VFG Ultra 7 155H (085VN)           RAM 32 GB SSD 1 TB  48.990.000₫  51.990.000₫ -5%  Quà 990.000₫,32 GB,N/A,48.990.000,51.990.000,-5%,N/A,0
164,https://www.thegioididong.com/laptop/lenovo-legion-pro-5-16irx9-i9-83df0046vn,Trả góp 0%     Tặng Office              Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX (83DF0046VN)           RAM 32 GB SSD 1 TB  51.990.000₫  56.990.000₫ -8%  Quà 1.090.000₫,32 GB,N/A,51.990.000,56.990.000,-8%,1.090.000,0
165,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-7-83da001yvn,Trả góp 0%     Tặng Office              Lenovo Ideapad Slim 5 14IMH9 Ultra 7 155H (83DA001YVN)           RAM 32 GB SSD 512 GB  26.490.000₫  27.690.000₫  Quà 1.090.000₫,32 GB,512 GB,26.490.000,27.690.000,N/A,1.090.000,0
166,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-ultra-7-21mr0072vn,Trả góp 0%     Tặng Office              Lenovo ThinkBook 14 Ultra 7 155U (21MR0072VN)           RAM 16 GB SSD 512 GB  26.990.000₫  27.390.000₫  Quà 1.090.000₫,16 GB,512 GB,26.990.000,27.390.000,N/A,1.090.000,0
167,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-n4i7204w1,Trả góp 0%                  Dell Inspiron 14 5440 Core 7 150U (N4I7204W1)           RAM 16 GB SSD 512 GB  23.990.000₫  25.990.000₫ -7%  Quà 100.000₫,16 GB,512 GB,23.990.000,25.990.000,-7%,N/A,0
168,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71027003,Trả góp 0%                  Dell Inspiron 15 3520 i5 1235U (71027003)           RAM 8 GB SSD 512 GB  15.490.000₫ Quà 100.000₫,8 GB,512 GB,15.490.000,N/A,N/A,N/A,0
169,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-l1386w,Trả góp 0%     Tặng Office              Asus Vivobook 15 OLED A1505VA i9 13900H (L1386W)           RAM 16 GB SSD 1 TB  21.990.000₫  24.990.000₫ -12%  Quà 1.090.000₫,16 GB,N/A,21.990.000,24.990.000,-12%,1.090.000,0
170,https://www.thegioididong.com/laptop/acer-nitro-5-an515-58-769j-i7-nhqfhsv003,Trả góp 0%     Tặng Office              Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H (NH.QFHSV.003)           RAM 8 GB SSD 512 GB  21.490.000₫  31.790.000₫ -32%  Quà 1.890.000₫,8 GB,512 GB,21.490.000,31.790.000,-32%,1.890.000,0
171,https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-m5606wa-r9-mx072ws,Mẫu mới Trả góp 0%                  Asus Vivobook S 16 OLED M5606WA R9 AI HX 370 (MX072WS)                 Mẫu mới   RAM 32 GB SSD 1 TB  Online giá rẻ quá 30.990.000₫  33.990.000₫ -8%  Quà 100.000₫,32 GB,N/A,30.990.000,33.990.000,-8%,N/A,1
172,https://www.thegioididong.com/laptop/hp-245-g10-r5-8f155pa?utm_flashsale=1,Trả góp 0%      Tặng Office              HP 245 G10 R5 7520U (8F155PA)           RAM 8 GB SSD 512 GB  Online giá rẻ quá 11.490.000₫  14.190.000₫ -19%  Quà 1.190.000₫,8 GB,512 GB,11.490.000,14.190.000,-19%,1.190.000,0
173,https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007,Trả góp 0%     Tặng Office              Acer Aspire 5 A514 54 5127 i5 1135G7 (NX.A28SV.007)           RAM 8 GB SSD 512 GB  12.990.000₫  15.490.000₫ -16%  Quà 1.090.000₫,8 GB,512 GB,12.990.000,15.490.000,-16%,1.090.000,0
174,https://www.thegioididong.com/laptop/hp-probook-450-g10-i5-9h1n5pt,Trả góp 0%     Tặng Office              HP Probook 450 G10 i5 1335U (9H1N5PT)           RAM 16 GB SSD 512 GB  20.290.000₫  22.590.000₫ -10%  Quà 1.190.000₫,16 GB,512 GB,20.290.000,22.590.000,-10%,1.190.000,0
175,https://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-53x7-ultra-5-nxkslsv001,Trả góp 0%     Tặng Office              Acer Swift Go 14 AI SFG14 73 53X7 Ultra 5 125H (NX.KSLSV.001)           RAM 16 GB SSD 512 GB  23.290.000₫  23.990.000₫  Quà 1.090.000₫,16 GB,512 GB,23.290.000,23.990.000,N/A,1.090.000,0
176,https://www.thegioididong.com/laptop/msi-prestige-13-ai-evo-a1mg-ultra-7-062vn,Trả góp 0%     Tặng Office              MSI Prestige 13 AI Evo A1MG Ultra 7 155H (062VN)           RAM 32 GB SSD 1 TB  30.990.000₫  33.990.000₫ -8%  Quà 990.000₫,32 GB,N/A,30.990.000,33.990.000,-8%,N/A,0
177,https://www.thegioididong.com/laptop/lenovo-legion-slim-5-16ahp9-r7-83dh003bvn,Mẫu mới     Tặng Office              Lenovo Gaming Legion Slim 5 16AHP9 R7 8845HS (83DH003BVN)                 Mẫu mới   RAM 32 GB SSD 1 TB  43.990.000₫  44.990.000₫  Quà 990.000₫,32 GB,N/A,43.990.000,44.990.000,N/A,N/A,1
178,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n5640c7u161w11ibu,Trả góp 0%                  Dell Inspiron 16 5640 Core 7 150U (N5640-C7U161W11IBU)           RAM 16 GB SSD 1 TB  25.990.000₫  27.490.000₫ -5%  Quà 100.000₫,16 GB,N/A,25.990.000,27.490.000,-5%,N/A,0
179,https://www.thegioididong.com/laptop/acer-swift-go-sfg14-71-513f-i5-nxkpzsv003,Mẫu mới Trả góp 0%     Giá rẻ quá              Acer Swift Go SFG14 71 513F i5 13500H (NX.KPZSV.003)                 Mẫu mới   RAM 16 GB SSD 512 GB  17.990.000₫  24.590.000₫ -26%,16 GB,512 GB,17.990.000,24.590.000,-26%,N/A,1
180,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-khpf5,Trả góp 0%                  Dell Inspiron 16 5640 Core 7 150U (KHPF5)           RAM 16 GB SSD 1 TB  27.990.000₫  29.490.000₫ -5%  Quà 100.000₫,16 GB,N/A,27.990.000,29.490.000,-5%,N/A,0
181,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i5-19j0b4pt,Trả góp 0%     Tặng Office              HP Elitebook 630 G10 i5 1335U (9J0B4PT)           RAM 16 GB SSD 512 GB  21.490.000₫  23.590.000₫ -8%  Quà 1.190.000₫,16 GB,512 GB,21.490.000,23.590.000,-8%,1.190.000,0
182,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa,Trả góp 0%     Tặng Office              HP Pavilion X360 14 ek2027TU Core 7 150U (9Z2V9PA)           RAM 16 GB SSD 512 GB  26.790.000₫  28.290.000₫ -5%  Quà 1.190.000₫,16 GB,512 GB,26.790.000,28.290.000,-5%,1.190.000,0
183,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-k3405vc-i5-km006w,Trả góp 0%      Tặng Office              Asus Vivobook 14X OLED K3405VC i5 13500H (KM006W)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 23.690.000₫  28.490.000₫ -16%  Quà 1.090.000₫,16 GB,512 GB,23.690.000,28.490.000,-16%,1.090.000,0
184,https://www.thegioididong.com/laptop/asus-fx507vu-i7-lp186w,Trả góp 0%     Tặng Office              Asus TUF Gaming F15 FX507VU i7 13620H (LP186W)           RAM 16 GB SSD 512 GB  28.990.000₫  29.990.000₫  Quà 1.090.000₫,16 GB,512 GB,28.990.000,29.990.000,N/A,1.090.000,0
185,https://www.thegioididong.com/laptop/acer-aspire-5-a514-56p-54tn-i5-nxkhrsv004,Trả góp 0%     Tặng Office              Acer Aspire 5 A514 56P 54TN i5 1335U (NX.KHRSV.004)           RAM 8 GB SSD 512 GB  13.990.000₫  15.990.000₫ -12%  Quà 1.090.000₫,8 GB,512 GB,13.990.000,15.990.000,-12%,1.090.000,0
186,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-9h1n9pt,Trả góp 0%     Tặng Office              HP Elitebook 630 G10 i7 1355U (9H1N9PT)           RAM 16 GB SSD 512 GB  24.490.000₫  27.790.000₫ -11%  Quà 1.190.000₫,16 GB,512 GB,24.490.000,27.790.000,-11%,1.190.000,0
187,https://www.thegioididong.com/laptop/asus-fx507vv-i7-lp151w,Trả góp 0%     Tặng Office              Asus TUF Gaming F15 FX507VV i7 13620H (LP151W)           RAM 16 GB SSD 512 GB  30.990.000₫  31.990.000₫  Quà 1.090.000₫,16 GB,512 GB,30.990.000,31.990.000,N/A,1.090.000,0
188,https://www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8vf-r7-419vn,Trả góp 0%     Tặng Office              MSI Gaming Katana A15 AI B8VF R7 8845HS (419VN)           RAM 16 GB SSD 512 GB  28.990.000₫  30.990.000₫ -6%  Quà 990.000₫,16 GB,512 GB,28.990.000,30.990.000,-6%,N/A,0
189,https://www.thegioididong.com/laptop/msi-gaming-thin-a15-b7ucx-r5-020vn,Trả góp 0%     Tặng Office              MSI Gaming Thin A15 B7UCX R5 7535HS (020VN)           RAM 8 GB SSD 512 GB  15.490.000₫  18.990.000₫ -18%  Quà 990.000₫,8 GB,512 GB,15.490.000,18.990.000,-18%,N/A,0
190,https://www.thegioididong.com/laptop/lenovo-v15-g5-irl-core-5-83hf0000vn?utm_flashsale=1,Mẫu mới Trả góp 0%     Tặng Office              Lenovo V15 G5 IRL Core 5 120U (83HF0000VN)                 Mẫu mới   RAM 16 GB SSD 512 GB  Online giá rẻ quá 18.490.000₫  19.890.000₫ -7%  Quà 1.090.000₫,16 GB,512 GB,18.490.000,19.890.000,-7%,1.090.000,1
191,https://www.thegioididong.com/laptop/acer-swift-go-sfg14-71-74cp-i7-nxkpzsv004,Mẫu mới Trả góp 0%     Giá rẻ quá              Acer Swift Go SFG14 71 74CP i7 13700H (NX.KPZSV.004)                 Mẫu mới   RAM 16 GB SSD 512 GB  19.990.000₫  28.690.000₫ -30%,16 GB,512 GB,19.990.000,28.690.000,-30%,N/A,1
192,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v5i5610w1,Trả góp 0%                  Dell Vostro 15 3520 i5 1235U (V5I5610W1)           RAM 8 GB SSD 512 GB  15.490.000₫ Quà 100.000₫,8 GB,512 GB,15.490.000,N/A,N/A,N/A,0
193,https://www.thegioididong.com/laptop/hp-gaming-victus-16-r0130tx-i5-8c5n5pa,Trả góp 0%     Tặng Office              HP Gaming VICTUS 16 r0130TX i5 13500H (8C5N5PA)           RAM 16 GB SSD 512 GB  24.390.000₫  29.690.000₫ -17%  Quà 1.190.000₫,16 GB,512 GB,24.390.000,29.690.000,-17%,1.190.000,0
194,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nv-r7-lp031w,Trả góp 0%     Tặng Office              Asus TUF Gaming A15 FA507NV R7 7735HS (LP031W)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 27.490.000₫  30.990.000₫ -11%  Quà 1.090.000₫,16 GB,512 GB,27.490.000,30.990.000,-11%,1.090.000,0
195,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx506hf-i5-hn014w,Trả góp 0%     Tặng Office              Asus TUF Gaming F15 FX506HF i5 11400H (HN014W)           RAM 8 GB SSD 512 GB  15.990.000₫  18.990.000₫ -15%  Quà 1.090.000₫,8 GB,512 GB,15.990.000,18.990.000,-15%,1.090.000,0
196,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nu-r5-lp105w,Trả góp 0%     Tặng Office              Asus TUF Gaming A15 FA507NU R5 7535HS (LP105W)           RAM 16 GB SSD 512 GB  23.490.000₫  26.490.000₫ -11%  Quà 1.090.000₫,16 GB,512 GB,23.490.000,26.490.000,-11%,1.090.000,0
197,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2086tu-i3-7c0q8pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP Pavilion 15 eg2086TU i3 1215U (7C0Q8PA)           RAM 8 GB SSD 256 GB  Online giá rẻ quá 11.790.000₫  15.290.000₫ -22%  Quà 1.190.000₫,8 GB,256 GB,11.790.000,15.290.000,-22%,1.190.000,0
198,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-58an-i5-nhqnasv001,Trả góp 0%     Tặng Office              Acer Gaming Nitro V ANV15 51 58AN i5 13420H (NH.QNASV.001)           RAM 8 GB SSD 512 GB  19.490.000₫  21.490.000₫ -9%  Quà 1.890.000₫,8 GB,512 GB,19.490.000,21.490.000,-9%,1.890.000,0
199,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001,Trả góp 0%     Tặng Office              Acer Gaming Nitro 5 Tiger AN515 58 773Y i7 12700H (NH.QFKSV.001)           RAM 8 GB SSD 512 GB  22.490.000₫  31.990.000₫ -29%  Quà 1.890.000₫,8 GB,512 GB,22.490.000,31.990.000,-29%,1.890.000,0
200,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001,Trả góp 0%     Tặng Office              Acer Gaming Nitro V ANV15 51 57B2 i5 13420H (NH.QN8SV.001)           RAM 8 GB SSD 512 GB  23.990.000₫  26.990.000₫ -11%  Quà 1.890.000₫,8 GB,512 GB,23.990.000,26.990.000,-11%,1.890.000,0
201,https://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-71zx-ultra-7-nxkslsv002,Trả góp 0%     Tặng Office              Acer Swift Go 14 AI SFG14 73 71ZX Ultra 7 155H (NX.KSLSV.002)           RAM 16 GB SSD 512 GB  26.290.000₫  26.990.000₫  Quà 1.090.000₫,16 GB,512 GB,26.290.000,26.990.000,N/A,1.090.000,0
202,https://www.thegioididong.com/laptop/msi-katana-a15-ai-b8vg-r7-465vn,Trả góp 0%     Tặng Office              MSI Gaming Katana A15 AI B8VG R7 8845HS (465VN)           RAM 16 GB SSD 1 TB  36.990.000₫  39.990.000₫ -7%  Quà 990.000₫,16 GB,N/A,36.990.000,39.990.000,-7%,N/A,0
203,https://www.thegioididong.com/laptop/lenovo-v14-core-5-83hd0001vn,Mẫu mới Trả góp 0%     Tặng Office              Lenovo V14 Core 5 120U (83HD0001VN)                 Mẫu mới   RAM 16 GB SSD 512 GB  18.990.000₫  19.490.000₫  Quà 1.090.000₫,16 GB,512 GB,18.990.000,19.490.000,N/A,1.090.000,1
204,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520-i5u085w11slu,Mẫu mới Trả góp 0%                  Dell Inspiron 15 3520 i5 1235U (N3520-i5U085W11SLU)                 Mẫu mới   RAM 8 GB SSD 512 GB  15.690.000₫ Quà 100.000₫,8 GB,512 GB,15.690.000,N/A,N/A,N/A,1
205,https://www.thegioididong.com/laptop/dell-latitude-3540-i5-71038100,Trả góp 0%     Tặng Office              Dell Latitude 3540 i5 1235U (71038100)           RAM 16 GB SSD 512 GB  16.990.000₫  18.990.000₫ -10%  Quà 1.090.000₫,16 GB,512 GB,16.990.000,18.990.000,-10%,1.090.000,0
206,https://www.thegioididong.com/laptop/lenovo-loq-15irx9-i7-83dv00d5vn,Trả góp 0%     Tặng Office              Lenovo Gaming LOQ 15IRX9 i7 13650HX (83DV00D5VN)           RAM 16 GB SSD 512 GB  Chỉ bán online 29.690.000₫  32.990.000₫ -10%  Quà 1.090.000₫,16 GB,512 GB,29.690.000,32.990.000,-10%,1.090.000,0
207,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507vu-i7-lp167w,Trả góp 0%     Tặng Office              Asus TUF Gaming F15 FX507VU i7 13620H (LP167W)           RAM 16 GB SSD 512 GB  25.990.000₫  29.990.000₫ -13%  Quà 1.090.000₫,16 GB,512 GB,25.990.000,29.990.000,-13%,1.090.000,0
208,https://www.thegioididong.com/laptop/hp-victus-16-s0173ax-r5-a9lg9pa,Trả góp 0%     Tặng Office              HP Gaming VICTUS 16 s0173AX R5 7640HS (A9LG9PA)           RAM 16 GB SSD 512 GB  23.990.000₫  27.390.000₫ -12%  Quà 1.190.000₫,16 GB,512 GB,23.990.000,27.390.000,-12%,1.190.000,0
209,https://www.thegioididong.com/laptop/hp-victus-16-s0078ax-r5-8c5n7pa,Trả góp 0%     Tặng Office              HP Gaming VICTUS 16 s0078AX R5 7640HS (8C5N7PA)           RAM 16 GB SSD 512 GB  23.990.000₫  27.390.000₫ -12%  Quà 1.190.000₫,16 GB,512 GB,23.990.000,27.390.000,-12%,1.190.000,0
210,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3098tu-i3-8c5l9pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP Pavilion 15 eg3098TU i3 1315U (8C5L9PA)           RAM 8 GB SSD 256 GB  Online giá rẻ quá 11.990.000₫  15.290.000₫ -21%  Quà 1.190.000₫,8 GB,256 GB,11.990.000,15.290.000,-21%,1.190.000,0
211,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-ai-a1vek-ultra-7-053vn,Trả góp 0%     Tặng Office              MSI Gaming Cyborg 15 AI A1VEK Ultra 7 155H (053VN)           RAM 16 GB SSD 512 GB  Chỉ bán online 28.490.000₫  30.990.000₫ -8%  Quà 1.090.000₫,16 GB,512 GB,28.490.000,30.990.000,-8%,1.090.000,0
212,https://www.thegioididong.com/laptop/asus-gaming-vivobook-k3605zu-i5-rp296w,Trả góp 0%     Tặng Office              Asus Gaming Vivobook K3605ZU i5 12500H (RP296W)           RAM 16 GB SSD 512 GB  23.990.000₫  28.490.000₫ -15%  Quà 1.090.000₫,16 GB,512 GB,23.990.000,28.490.000,-15%,1.090.000,0
213,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530i716w1,Trả góp 0%                  Dell Inspiron 15 3530 i7 1355U (N3530I716W1)           RAM 16 GB SSD 512 GB  23.990.000₫  25.290.000₫ -5%  Quà 100.000₫,16 GB,512 GB,23.990.000,25.290.000,-5%,N/A,0
214,https://www.thegioididong.com/laptop/dell-inspiron-14-7430-2-in-1-i7-i7u165w11slu,Trả góp 0%                  Dell Inspiron 14 7430 2-in-1 i7 1355U (i7U165W11SLU)           RAM 16 GB SSD 512 GB  27.990.000₫  29.490.000₫ -5%  Quà 100.000₫,16 GB,512 GB,27.990.000,29.490.000,-5%,N/A,0
215,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5791w1,Trả góp 0%                  Dell Inspiron 15 3530 i5 1335U (N5I5791W1)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 18.790.000₫  19.990.000₫ -6%  Quà 100.000₫,16 GB,512 GB,18.790.000,19.990.000,-6%,N/A,0
216,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,Trả góp 0%     Tặng Office              Asus Zenbook 14 OLED UX3405MA Ultra 7 155H (PP152W)           RAM 32 GB SSD 1 TB  Online giá rẻ quá 31.490.000₫  34.990.000₫ -10%  Quà 1.090.000₫,32 GB,N/A,31.490.000,34.990.000,-10%,1.090.000,0
217,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn074w,Trả góp 0%     Tặng Office              Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN074W)           RAM 8 GB SSD 512 GB  18.990.000₫  23.990.000₫ -20%  Quà 1.090.000₫,8 GB,512 GB,18.990.000,23.990.000,-20%,1.090.000,0
218,https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-873d3pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP Probook 450 G10 i7 1355U (873D3PA)           RAM 16 GB SSD 512 GB  24.990.000₫  26.990.000₫ -7%  Quà 1.190.000₫,16 GB,512 GB,24.990.000,26.990.000,-7%,1.190.000,0
219,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-873f2pa?utm_flashsale=1,Trả góp 0%     Tặng Office              HP Elitebook 630 G10 i7 1355U (873F2PA)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 23.990.000₫  27.790.000₫ -13%  Quà 1.190.000₫,16 GB,512 GB,23.990.000,27.790.000,-13%,1.190.000,0
220,https://www.thegioididong.com/laptop/msi-gaming-katana-15-b13vgk-i7-1211vn,Trả góp 0%     Tặng Office              MSI Gaming Katana 15 B13VGK i7 13620H (1211VN)           RAM 16 GB SSD 1 TB  Chỉ bán online 38.990.000₫  41.990.000₫ -7%  Quà 990.000₫,16 GB,N/A,38.990.000,41.990.000,-7%,N/A,0
221,https://www.thegioididong.com/laptop/lenovo-thinkpad-t14s-i7-21f6007xvn,Tặng Office              Lenovo ThinkPad T14s i7 1355U (21F6007XVN)           RAM 32 GB SSD 512 GB  Chỉ bán online 44.990.000₫  45.690.000₫  Quà 1.090.000₫,32 GB,512 GB,44.990.000,45.690.000,N/A,1.090.000,0
222,https://www.thegioididong.com/laptop/hp-victus-16-r0283tx-i5-ad9t3pa,Mẫu mới Trả góp 0%     Tặng Office              HP VICTUS 16 r0283TX i5 13500H (AD9T3PA)                 Mẫu mới   RAM 16 GB SSD 512 GB  24.390.000₫  29.690.000₫ -17%  Quà 1.190.000₫,16 GB,512 GB,24.390.000,29.690.000,-17%,1.190.000,1
223,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa,Trả góp 0%     Tặng Office              HP Envy X360 14 fa0050AU R5 8640HS (A29H8PA)           RAM 16 GB SSD 512 GB  26.990.000₫  28.990.000₫ -6%  Quà 1.190.000₫,16 GB,512 GB,26.990.000,28.990.000,-6%,1.190.000,0
224,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5011w1,Trả góp 0%                  Dell Inspiron 15 3520 i5 1235U (N5I5011W1)           RAM 16 GB SSD 512 GB  16.490.000₫  16.990.000₫  Quà 100.000₫,16 GB,512 GB,16.490.000,16.990.000,N/A,N/A,0
225,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402va-i7-km068w?utm_flashsale=1,Trả góp 0%     Tặng Office              Asus Zenbook 14 OLED UX3402VA i7 1360P (KM068W)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 27.390.000₫  31.990.000₫ -14%  Quà 1.090.000₫,16 GB,512 GB,27.390.000,31.990.000,-14%,1.090.000,0
226,https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-9h8h1pt,Trả góp 0%     Tặng Office              HP Probook 450 G10 i7 1355U (9H8H1PT)           RAM 16 GB SSD 512 GB  24.990.000₫  26.990.000₫ -7%  Quà 1.190.000₫,16 GB,512 GB,24.990.000,26.990.000,-7%,1.190.000,0
227,https://www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8ve-r7-402vn,Trả góp 0%     Tặng Office              MSI Gaming Katana A15 AI B8VE R7 8845HS (402VN)           RAM 16 GB SSD 512 GB  Chỉ bán online 26.990.000₫  28.990.000₫ -6%  Quà 990.000₫,16 GB,512 GB,26.990.000,28.990.000,-6%,N/A,0
228,https://www.thegioididong.com/laptop/hp-victus-16-s0139ax-r7-9q986pa,Trả góp 0%     Tặng Office              HP Gaming VICTUS 16 s0139AX R7 7840HS (9Q986PA)           RAM 32 GB SSD 512 GB  33.390.000₫  37.390.000₫ -10%  Quà 1.190.000₫,32 GB,512 GB,33.390.000,37.390.000,-10%,1.190.000,0
229,https://www.thegioididong.com/laptop/msi-stealth-16-mercedes-amg-a1vgg-ultra-9-293vn,Trả góp 0%     Tặng Office              MSI Gaming Stealth 16 Mercedes AMG A1VGG Ultra 9 185H (293VN)           RAM 32 GB SSD 2 TB  66.490.000₫  70.990.000₫ -6%  Quà 990.000₫,32 GB,N/A,66.490.000,70.990.000,-6%,N/A,0
230,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0048au-r7-a19bqpa,Trả góp 0%     Tặng Office              HP Envy X360 14 fa0048AU R7 8840HS (A19BQPA)           RAM 16 GB SSD 512 GB  29.190.000₫  31.690.000₫ -7%  Quà 1.190.000₫,16 GB,512 GB,29.190.000,31.690.000,-7%,1.190.000,0
231,https://www.thegioididong.com/laptop/lenovo-thinkpad-x13-ultra-5-21lu004nvn,Tặng Office              Lenovo Thinkpad X13 Ultra 5 125U (21LU004NVN)           RAM 16 GB SSD 512 GB  Chỉ bán online 33.990.000₫  34.990.000₫  Quà 1.090.000₫,16 GB,512 GB,33.990.000,34.990.000,N/A,1.090.000,0
232,https://www.thegioididong.com/laptop/asus-vivobook-s-14-oled-m5406wa-r9-pp071ws,Mẫu mới Trả góp 0%                  Asus Vivobook S 14 OLED M5406WA R9 AI HX 370 (PP071WS)                 Mẫu mới   RAM 32 GB SSD 1 TB  31.990.000₫  33.990.000₫ -5%  Quà 100.000₫,32 GB,N/A,31.990.000,33.990.000,-5%,N/A,1
233,https://www.thegioididong.com/laptop/asus-fa507nvr-r7-lp007w,Trả góp 0%     Tặng Office              Asus TUF Gaming A15 FA507NVR R7 7435HS (LP007W)           RAM 16 GB SSD 512 GB  Online giá rẻ quá 27.990.000₫  30.990.000₫ -9%  Quà 1.090.000₫,16 GB,512 GB,27.990.000,30.990.000,-9%,1.090.000,0
234,https://www.thegioididong.com/laptop/dell-inspiron-3530-i5-1335u-i5u085w11blu,Trả góp 0%                  Dell Inspiron 15 3530 i5 1335U (N3530-i5U085W11BLU)           RAM 8 GB SSD 512 GB  17.490.000₫  18.490.000₫ -5%  Quà 100.000₫,8 GB,512 GB,17.490.000,18.490.000,-5%,N/A,0
235,https://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa,Trả góp 0%     Tặng Office              HP Gaming VICTUS 16 s0077AX R7 7840HS (8C5N6PA)           RAM 16 GB SSD 512 GB  27.090.000₫  31.690.000₫ -14%  Quà 1.190.000₫,16 GB,512 GB,27.090.000,31.690.000,-14%,1.190.000,0
236,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w,Trả góp 0%     Tặng Office              Asus TUF Gaming Dash F15 FX517ZE i5 12450H (HN045W)           RAM 8 GB SSD 512 GB  19.990.000₫  24.990.000₫ -20%  Quà 1.090.000₫,8 GB,512 GB,19.990.000,24.990.000,-20%,1.090.000,0
237,https://www.thegioididong.com/laptop/dell-latitude-3440-i7-71038103,Trả góp 0%     Tặng Office              Dell Latitude 3440 i7 1355U (71038103)           RAM 16 GB SSD 512 GB  24.490.000₫  26.990.000₫ -9%  Quà 1.090.000₫,16 GB,512 GB,24.490.000,26.990.000,-9%,1.090.000,0
